Index,Title,Artist,Top Genre,Beats Per Minute (BPM),Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness
spotify:track:1YvhcTM8aIRTg03AavA2HJ,SLATT (feat. Capo Plaza),Rondodasosa,italian hip hop,133.052,0.488,0.778,-5.361,0.0935,0.457,217444,0.0719,0.0489
spotify:track:0MLu1cFYL4ikdRTdasCQT9,M' Manc (con Geolier & Sfera Ebbasta),Shablo,italian hip hop,139.933,0.704,0.703,-6.117,0.41,0.725,180000,0.048,0.0641
spotify:track:1SIl1FBbHmGa4PmJu5q6Lm,MIA,Lortex,italian pop,91.37,0.684,0.536,-6.862,0.115,0.383,174725,0.0726,0.0438
spotify:track:0pFjYM7JdNJhjuooMgesks,Concedimi,Matteo Romano,italian pop,205.602,0.293,0.472,-8.277,0.0972,0.379,189320,0.876,0.0613
spotify:track:2h9TDNEXRhcDIV3fsoEVq9,What Other People Say,Sam Fischer,australian pop,126.904,0.472,0.652,-8.084,0.121,0.24,194890,0.158,0.0399
spotify:track:1iAyJBksvAI6DQEnzv8l1E,All We Got (feat. KIDDO),Robin Schulz,dance pop,183.933,0.76,0.504,-4.246,0.151,0.64,190218,0.286,0.0426
spotify:track:6ft4hAq6yde8jPZY2i5zLr,Paradise (feat. Dermot Kennedy),MEDUZA,edm,124.114,0.595,0.632,-7.644,0.209,0.435,167903,0.0689,0.0401
spotify:track:1diS6nkxMQc3wwC4G1j0bh,We're Good,Dua Lipa,dance pop,134.01,0.588,0.722,-5.932,0.183,0.59,165507,0.0319,0.0544
spotify:track:5ri4zqtWhG07hIuNNDWP76,Fly Away,Tones And I,australian pop,124.988,0.513,0.806,-6.208,0.217,0.503,178157,0.217,0.0685
spotify:track:6f3Slt0GbA2bPZlz0aIFXN,The Business,Tiësto,big room,120.031,0.62,0.798,-7.079,0.112,0.235,164000,0.414,0.232
spotify:track:6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Joel Corry,dance pop,122.953,0.874,0.734,-3.158,0.0489,0.905,166028,0.168,0.0662
spotify:track:31qCy5ZaophVA81wtlwLc4,Anyone,Justin Bieber,canadian pop,115.884,0.538,0.686,-8.026,0.113,0.584,190779,0.181,0.0345
spotify:track:27u7t9d7ZQoyjsCROHuZJ3,Tick Tock (feat. 24kGoldn),Clean Bandit,dance pop,101.022,0.705,0.779,-3.895,0.124,0.946,178374,0.369,0.0344
spotify:track:1KixkQVDUHggZMU9dUobgm,My Head & My Heart,Ava Max,dance pop,116.001,0.934,0.614,-3.709,0.121,0.436,174760,0.0697,0.07
spotify:track:0XwSUpdrF7nR7hVxbDs7mb,Floating Through Space,Sia,australian dance,104.914,0.844,0.575,-4.89,0.114,0.277,177801,0.00172,0.072
spotify:track:59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,Jason Derulo,dance pop,112.985,0.711,0.789,-4.248,0.0876,0.753,190306,0.0332,0.041
spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,Prisoner (feat. Dua Lipa),Miley Cyrus,dance pop,127.99,0.67,0.781,-3.912,0.0761,0.595,169333,0.0103,0.0452
spotify:track:4hExiZDbGdegofpEc9t0Fu,Bottiglie Privè,Sfera Ebbasta,italian hip hop,144.905,0.618,0.669,-7.021,0.0934,0.206,189868,0.0908,0.0487
spotify:track:0lSVjlxmAMSJGFSjVB1FtU,Abracadabra (feat. Future),Sfera Ebbasta,italian hip hop,131.988,0.681,0.846,-7.091,0.112,0.809,192965,0.0461,0.174
spotify:track:4L5ZhW0VJeQ6je2iqvqZ4X,Baby (with J Balvin),Sfera Ebbasta,italian hip hop,99.984,0.882,0.755,-1.957,0.103,0.606,193555,0.125,0.0532
spotify:track:4CvW0iHAs7yJhbpnJ3NSnS,Hollywood (feat. Diplo),Sfera Ebbasta,italian hip hop,137.973,0.708,0.848,-6.336,0.0948,0.926,191869,0.153,0.0366
spotify:track:4TBp0V4Slb8emBDN8PWU3j,Giovani Re,Sfera Ebbasta,italian hip hop,114.95,0.621,0.762,-7.24,0.277,0.458,168343,0.0604,0.0285
spotify:track:1XemHzgHvdNVkOEnUZzNRN,Gelosi,Sfera Ebbasta,italian hip hop,148.94,0.596,0.734,-6.167,0.0774,0.378,183526,0.072,0.127
spotify:track:51ITVcACLrgOz44zlFVhk7,Gangang (feat. Lil Mosey),Sfera Ebbasta,italian hip hop,96.024,0.79,0.717,-6.441,0.0606,0.275,171079,0.0223,0.0399
spotify:track:11jGgkrtDbYaKlN0y1nPbC,Tik Tok (feat. Marracash & Guè Pequeno),Sfera Ebbasta,italian hip hop,120.046,0.673,0.723,-7.636,0.323,0.302,230389,0.0985,0.137
spotify:track:1uPPyvMOaaVLnVcwD1Sp0d,Macarena (feat. Offset),Sfera Ebbasta,italian hip hop,124.059,0.618,0.864,-5.54,0.182,0.305,158043,0.141,0.0503
spotify:track:5BxBGvLJdwBBjCYJRdezxM,Male,Sfera Ebbasta,italian hip hop,157.001,0.687,0.598,-6.444,0.289,0.422,161873,0.0113,0.0341
spotify:track:0bvHx0bCYwH6gj0f5WZV0R,6 AM,Sfera Ebbasta,italian hip hop,137.048,0.661,0.745,-6.653,0.106,0.807,188782,0.168,0.0332
spotify:track:5Ws6qds3QAQ5s4tN5P2zRA,Salam Alaikum (feat. 7ari & Steve Aoki),Sfera Ebbasta,italian hip hop,110.002,0.628,0.82,-5.8,0.0935,0.495,149969,0.0402,0.0683
spotify:track:2j9wr1cxfYcMJoANfmoJA9,$€ Freestyle,Sfera Ebbasta,italian hip hop,136.079,0.67,0.813,-8.661,0.376,0.38,164469,0.2,0.335
spotify:track:0ROJX4yr64AlknCaX71JDQ,Cuore Nero - prod. Frenetik&Orang3,Blind,italian pop,129.966,0.638,0.823,-6.23,0.108,0.661,166602,0.131,0.184
spotify:track:3E2KP5AWn6Wx0NcPstzKeo,Bottiglie Privè,Sfera Ebbasta,italian hip hop,144.905,0.618,0.669,-7.021,0.0934,0.206,189868,0.0908,0.0487
spotify:track:1IsipXGMBN0OrUIUvYNsXv,Adesso Mi Diverto,Ludwig,italian pop,92.071,0.629,0.712,-6.204,0.0842,0.0844,161778,0.25,0.0954
spotify:track:6Nlz1vCz4SIUpvaGYUkre8,Drunk on Compromise,Conner Gilmore,,150.032,0.701,0.75,-15.161,0.286,0.964,158433,0.00183,0.0998
spotify:track:3glsOCRJmxfpLOayg8u6Ij,Going Down,Remblem,,199.959,0.327,0.671,-18.032,0.0802,0.77,177600,0.625,0.0802
spotify:track:2G8k6NiJ8SNPD8TqNNGFWO,Desparate Vixen,Conner Gilmore,,142.829,0.442,0.761,-15.014,0.114,0.643,255504,0.073,0.0515
spotify:track:4Ih09KT6frbMqFG6FV8pNf,Loose Showroom,Conner Gilmore,,142.863,0.411,0.494,-14.68,0.343,0.613,257176,0.00972,0.0571
